+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 62ENG3FL3 | Ngoại ngữ 2 - 1B1                                                       |   04   |    |     3      |     *     | -7202272277902350786 |
| 62ENG3FL4 | Ngoại ngữ 2 - 2B1                                                       |   04   |    |     3      |     *     | -6096794826370034929 |
| 62KOR21B2 | Thực hành tiếng 1B2                                                     |   04   |    |     4      |     *     | -8331977326598414877 |
| 62KOR22B2 | Thực hành tiếng 2B2                                                     |   04   |    |     4      |     *     | -6588790059387553985 |
| 62KOR23B1 | Thực hành tiếng 3B1                                                     |   04   |    |     4      |     *     | -9117335406833066982 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 04.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1BB1 | Bóng rổ 1                                                               | 04.02  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 04.02  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 04.02  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 04.02  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 04.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 04.02  |    |     1      |     *     | -7172264539467029069 |
| 61PED1BB1 | Bóng rổ 1                                                               | 04.03  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 04.03  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 04.03  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 04.03  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 04.03  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 04.03  |    |     1      |     *     | -7172264539467029069 |
| 61FIT3SS1 | Chuyên đề 1                                                             | 04.20  |    |     3      |     *     | -9129101719185074521 |
| 61RUS21B2 | Thực hành tiếng 1B2                                                     | 04.21  |    |     4      |     *     | -6623951168317023120 |
| 61RUS22B2 | Thực hành tiếng 2B2                                                     | 04.21  |    |     4      |     *     | -5134296682426629311 |
| 61RUS23B1 | Thực hành tiếng 3B1                                                     | 04.21  |    |     3      |     *     | -5853163397597160459 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 04_CT3 |    |     3      |     *     | -6862781927468674348 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 04_CT3 |    |     2      |     *     | -6975917220210852622 |
| 61VIP2VIU | Tiếng Việt trong Hành chức                                              | 04_CT5 |    |     2      |     *     | -7709790954328887225 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 04_ST4 |    |     2      |     *     | -5881777718642552118 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 04_ST4 |    |     2      |     *     | -6400185017111239232 |
| 61VIP2HWC | Lịch sử Văn minh Thế giới                                               | 04_ST5 |    |     2      |     *     | -4799280989380546857 |
| 61VIP2VTS | Văn bản tiếng Việt                                                      | 04_ST6 |    |     2      |     *     | -5347862728087070641 |
| 61CHI21B2 | Thực hành tiếng 1B2                                                     |   05   |    |     4      |     *     | -8293970629294100646 |
| 61CHI22B1 | Thực hành tiếng 2B1                                                     |   05   |    |     4      |     *     | -7029325378800326610 |
| 61CHI22B2 | Thực hành tiếng 2B2                                                     |   05   |    |     4      |     *     | -4862848488757382005 |
| 61CHI3FL1 | Ngoại ngữ 2 - tiếng Trung Quốc A1                                       |   05   |    |     3      |     *     | -6514990679865868620 |
| 61CHI3FL2 | Ngoại ngữ 2 - tiếng Trung Quốc A2                                       |   05   |    |     4      |     *     | -8408827065961128102 |
| 61CHI3IP1 | Phiên dịch 1                                                            |   05   |    |     3      |     *     | -8035793622817872202 |
| 61CHI3TP1 | Biên dịch 1                                                             |   05   |    |     3      |     *     | -8012236479553473539 |
| 61CHI4GR2 | Ngữ pháp tiếng Trung Quốc 2                                             |   05   |    |     3      |     *     | -8379785813342065769 |
| 61CHI4IP3 | Phiên dịch 3                                                            |   05   |    |     3      |     *     | -6444501025120647334 |
| 61CHI4TP3 | Biên dịch 3                                                             |   05   |    |     3      |     *     | -8702610779617777857 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   05   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   05   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   05   |    |     3      |     *     | -7647452543368919412 |
